name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,owners_rank,appid
Templar Battleforce,2015-09-21,0.50962,Trese Brothers,Trese Brothers,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Indie;RPG;Strategy,RPG;Strategy;Indie,0.08982,-0.19025,-0.50483,-0.30643,0.00392,20000-50000,0.19883,10.0,370020
Scarab Tales,2015-07-01,0.50962,Playito.com,Playito.com,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Casual;Indie;Strategy,Casual;Indie;Strategy,-0.11321,-0.57425,-0.61341,0.51821,0.56029,20000-50000,-0.45535,10.0,370050
Coffee Shop Tycoon,2016-12-05,0.50962,Riff Studios,Riff Studios,windows;mac,-0.51125,Single-player,Casual;Indie;Simulation;Strategy;Early Access,Early Access;Management;Simulation,-0.34747,-0.45279,-0.5019,0.49396,0.52292,0-20000,-0.19368,11.0,370060
Wyrmsun,2015-05-22,0.50962,Andrettin,Andrettin,windows;linux,-0.51125,Single-player;Steam Achievements;Steam Workshop;Includes level editor,Adventure;Indie;Strategy,Strategy;Adventure;Indie,-0.44118,-0.50876,-0.52537,-0.5611,-0.56075,20000-50000,-1.3254,10.0,370070
Breezeblox,2015-05-15,0.50962,Pugsley LLC,Pugsley LLC,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Partial Controller Support;Stats,Casual;Indie;Strategy,Indie;Casual;Strategy,-0.65983,-0.56353,-0.59874,-0.60557,-0.60643,0-20000,-0.89147,11.0,370080
Axis Football 2015,2015-07-15,0.50962,Axis Games,Axis Games,windows;mac;linux,-0.51125,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Commentary available,Sports,Sports;Football;Simulation,-0.48803,-0.44208,-0.2906,-0.60153,-0.60227,100000-200000,1.07106,8.0,370090
Pirate Code,2018-04-24,0.50962,Circuit Hive,Circuit Hive,windows;mac,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Adventure;Indie;RPG;Strategy,Adventure;Strategy;RPG,-0.1913,-0.59091,-0.60754,-0.60557,-0.60643,0-20000,2.05233,11.0,370120
Lion Quest,2016-07-11,0.50962,Dracula's Cave,Dracula's Cave,windows;mac;linux,-0.51125,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,0.01173,-0.58139,-0.56352,-0.36303,-0.35731,0-20000,0.63495,11.0,370130
Nebulous,2016-08-29,0.50962,Namazu Studios,Namazu Studios,windows;mac,-0.51125,Single-player;Full controller support;VR Support;Steam Cloud,Casual;Indie,Indie;Casual,-0.53489,-0.59389,-0.61048,-0.60557,-0.60643,0-20000,1.07106,11.0,370140
LOOP: A Tranquil Puzzle Game,2015-05-22,0.50962,John Cullen,John Cullen,windows;mac;linux,-0.51125,Single-player,Casual;Indie,Casual;Indie;Puzzle,-0.50365,-0.54031,-0.61048,-0.60557,-0.60643,0-20000,-0.45535,11.0,370150
Front Wars,2015-08-17,0.50962,Homemade Games,Homemade Games,windows;mac,-0.51125,Single-player;Multi-player;Partial Controller Support;Steam Leaderboards,Indie;Strategy,Strategy;Indie;Turn-Based Strategy,-0.70668,-0.57782,-0.54591,-0.60557,-0.60643,0-20000,-0.23729,11.0,370160
Dale Hardshovel HD,2015-09-22,0.50962,phime studio LLC,phime studio LLC,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Indie;Casual;Puzzle,-0.56612,-0.58675,-0.587,0.41715,0.46894,20000-50000,-1.15314,10.0,370170
Two Steps Back,2015-08-06,0.50962,Kristen Cheely,Kristen Cheely ,windows,-0.51125,Single-player;Steam Trading Cards,Casual;Indie,Indie;Casual;Visual Novel,-0.70668,-0.59091,-0.58406,-0.60557,-0.60643,0-20000,-0.89147,11.0,370200
FIRMA,2016-11-18,0.50962,Think Heavy Ltd.,Think Heavy Ltd.,windows,-0.51125,Single-player;Full controller support,Action;Adventure;Indie;Simulation,Action;Adventure;Indie,-0.70668,-0.58913,-0.61634,-0.60557,-0.60643,0-20000,0.853,11.0,370210
Animal Gods,2015-10-12,0.50962,Still Games,Still Games,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,-0.58174,-0.58377,-0.54005,-0.60557,-0.60643,0-20000,0.19883,11.0,370220
Jim Power -The Lost Dimension,2015-09-30,0.50962,Digital Concepts,Piko Interactive LLC;Classics Digital,windows,-0.51125,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure,Action;Adventure;Platformer,-0.70668,-0.57841,-0.5782,1.07606,1.12081,0-20000,-0.45535,11.0,370270
Season of 12 Colors,2016-03-14,0.50962,橘子班,NVLMaker,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie,Indie;Casual;Visual Novel,-0.62859,0.21399,-0.36984,2.61217,2.69857,20000-50000,-0.89147,10.0,370280
8-Bit Adventures: The Forgotten Journey Remastered Edition,2015-05-22,0.50962,Critical Games,Critical Games,windows,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie;RPG,RPG;Adventure;Indie,-0.08197,-0.55758,-0.587,-0.60557,-0.60643,50000-100000,0.19883,9.0,370300
Tompi Jones,2015-05-22,0.50962,DreamsSoftGames,DreamsSoftGames,windows,-0.51125,Single-player,Action;Adventure;Casual;Indie,Action;Casual;Adventure,-0.70668,-0.57603,-0.45201,-0.60557,-0.60643,20000-50000,-0.71702,10.0,370310
LOTUS-Simulator,2018-09-14,0.50962,Oriolus Software GmbH,Oriolus Software GmbH,windows,-0.51125,Single-player;VR Support;Steam Workshop;Partial Controller Support,Simulation;Early Access,Early Access;Simulation;Singleplayer,-0.70668,-0.53972,-0.51657,-0.60557,-0.60643,0-20000,5.86836,11.0,370350
TIS-100,2015-07-20,0.50962,Zachtronics,Zachtronics,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards;Includes level editor,Indie;Simulation,Programming;Puzzle;Indie,-0.5505,0.91412,-0.37864,0.70821,0.74298,200000-500000,-0.23729,7.0,370360
Path to the Sky,2016-02-02,0.50962,DEKDEV,DEKDEV,windows;mac,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG;Early Access,Early Access;Indie;Adventure,-0.70668,-0.56531,-0.5782,-0.60557,-0.60643,0-20000,0.19883,11.0,370390
No70: Eye of Basir,2017-06-28,0.50962,Oldmoustache Gameworks,Artcom FZC,windows,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support,Adventure;Indie,Adventure;Indie;Horror,-0.5505,-0.49745,-0.26419,-0.60557,-0.60643,0-20000,-0.86966,11.0,370440
Arcana Heart 3 LOVE MAX!!!!!,2015-09-29,0.50962,EXAMU Inc.,Arc System Works,windows,-0.51125,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Anime;Fighting;2D Fighter,0.16791,-0.43374,-0.49603,0.26354,0.28626,20000-50000,3.68777,10.0,370460
Pixel Galaxy,2015-10-02,0.50962,Serenity Forge,Serenity Forge,windows;mac,-0.51125,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Bullet Hell;Co-op;Shoot 'Em Up,1.27676,-0.52602,-0.587,-0.58131,-0.58151,0-20000,0.19883,11.0,370480
ASCII Attack,2016-03-16,0.50962,Daisy Maze Games,Daisy Maze Games,windows,-0.51125,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Action;Indie;Bullet Hell,-0.70668,-0.57722,-0.5958,-0.60557,-0.60643,0-20000,-0.89147,11.0,370490
Marble Mayhem: Fragile Ball,2015-07-07,0.50962,"Bimboosoft Co.,Ltd.",Epic Quest Games,windows,-0.51125,Single-player;Steam Trading Cards,Action;Adventure;Casual;Indie;Racing;RPG;Simulation;Sports;Strategy,Casual;Action;Indie,-0.70668,-0.19977,0.37261,0.21908,0.29456,200000-500000,-1.15314,7.0,370510
Gary Grigsby's War in the East,2015-07-09,0.50962,2by3 Games,Slitherine Ltd.,windows,-0.51125,Single-player;Multi-player,Simulation;Strategy,Strategy;Simulation;Wargame,-0.70668,-0.45577,-0.57526,-0.60557,-0.60643,0-20000,11.974,11.0,370540
Sparkle 2,2015-06-01,0.50962,10tons Ltd,10tons Ltd,windows,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie,Casual;Match 3;Action,-0.48803,-0.54507,-0.58993,-0.60557,-0.60643,20000-50000,-0.10645,10.0,370550
Geek Resort,2016-01-20,0.50962,Shinypix,Shinypix,windows,-0.51125,Single-player;Steam Trading Cards;Steam Cloud,Casual;Simulation,Casual;Simulation,-0.70668,-0.59211,-0.60167,-0.60557,-0.60643,0-20000,-0.45535,11.0,370560
Color Assembler,2015-06-03,0.50962,Purple Nebula,Purple Nebula,windows,-0.51125,Single-player;Steam Cloud,Casual;Indie,Indie;Casual;Puzzle,-0.70668,-0.58437,-0.60754,-0.60557,-0.60643,0-20000,-0.10645,11.0,370570
Gem Wars: Attack of the Jiblets,2015-12-14,0.50962,Queen Birdface Productions,Queen Birdface Productions,windows,-0.51125,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Action;Casual;Indie,Action;Indie;Casual,0.02735,-0.57365,-0.55178,-0.60557,-0.60643,20000-50000,-1.3254,10.0,370590
Hello Kitty and Sanrio Friends Racing,2015-07-09,0.50962,Scarab Entertainment,Scarab Entertainment,windows,-0.51125,Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support,Casual;Racing;Sports,Racing;Casual;Sports,-0.31624,-0.5802,-0.53711,-0.60557,-0.60643,0-20000,1.9433,11.0,370600
Onyx,2017-04-21,0.50962,Valkyria Games,Valkyria Games,windows,-0.51125,Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie;RPG,Casual;Adventure;RPG,-0.70668,-0.5927,-0.60461,-0.60557,-0.60643,0-20000,-0.23729,11.0,370620
Midnight's Blessing,2015-05-25,0.50962,Warfare Studios,Warfare Studios,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,RPG;Indie;Casual,-0.50365,-0.58258,-0.58113,-0.60557,-0.60643,0-20000,0.19883,11.0,370640
Opaline,2017-05-05,0.50962,Warfare Studios,Aldorlea Games,windows,-0.51125,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,RPG;Casual;Adventure,-0.70668,-0.58794,-0.60461,-0.60557,-0.60643,0-20000,-0.2809,11.0,370660
The Tale of a Common Man,2016-09-02,0.50962,Aldorlea Games,Aldorlea Games,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,RPG;Indie;Casual,-0.51927,-0.54091,-0.60754,-0.60557,-0.60643,0-20000,0.19883,11.0,370670
Black Home,2015-08-07,0.50962,Warfare Studios,Aldorlea Games,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,RPG;Indie;Casual,-0.36309,-0.5796,-0.59287,-0.60557,-0.60643,0-20000,0.19883,11.0,370700
Last Heroes,2015-11-13,0.50962,Warfare Studios,Aldorlea Games,windows,-0.51125,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,Adventure;RPG;Indie,-0.70668,-0.57186,-0.57233,-0.60557,-0.60643,0-20000,-0.86966,11.0,370710
NOBUNAGA'S AMBITION: Tenshouki WPK HD Version / 信長の野望・天翔記 with パワーアップキット HD Version,2015-11-11,-26.49217,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",windows,-0.51125,Single-player;Steam Cloud,Strategy,Strategy,-0.70668,-0.59091,-0.58406,-0.60557,-0.60643,0-20000,7.39477,11.0,370730
Dungeoncraft,2015-06-05,0.50962,Zinnusl,Zinnusl,windows,-0.51125,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op,Indie;RPG;Strategy;Early Access,Early Access;Strategy;Indie,-0.70668,-0.59449,-0.61634,-0.60557,-0.60643,0-20000,0.19883,11.0,370750
Holodrive,2016-03-24,0.50962,BitCake Studio,Versus Evil,windows,-0.51125,Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases,Action;Free to Play;Indie;Early Access,Early Access;Free to Play;Indie,-0.23815,-0.13964,-0.07931,0.00079,0.23643,200000-500000,-1.3254,7.0,370770
Fated Souls,2015-07-30,0.50962,Warfare Studios,Aldorlea Games,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie;RPG,RPG;Indie;RPGMaker,-0.44118,-0.58318,-0.56646,-0.60557,-0.60643,0-20000,0.19883,11.0,370780
Fields of Battle,2017-09-01,0.50962,Super X Studios LLC,Super X Studios LLC,windows,-0.51125,Single-player;Online Multi-Player;Full controller support;In-App Purchases,Action;Sports,Action;Sports;FPS,-0.70668,-0.55936,-0.54298,-0.60557,-0.60643,0-20000,-1.3254,11.0,370800
Rugby Challenge 3,2016-06-28,0.50962,Wicked Witch Software,Wicked Witch Software;Tru Blu Games,windows,-0.51125,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Sports,Sports,0.0742,-0.5677,-0.5195,-0.60557,-0.60643,0-20000,7.38605,11.0,370840
Kathy Rain,2016-05-05,0.50962,Clifftop Games,Raw Fury,windows;mac,-0.51125,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Point & Click;Adventure;Pixel Graphics,-0.39433,0.11159,-0.3669,0.21503,0.69315,100000-200000,1.07106,8.0,370910
Cosmophony,2015-07-09,0.50962,Bento-Studio,Frogames,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Indie;Action;Music,-0.62859,-0.54329,-0.5782,-0.60557,-0.60643,0-20000,-0.45535,11.0,370920
Demons with Shotguns,2016-04-25,0.50962,"MindShaft Games, LLC","MindShaft Games, LLC",windows;mac,-0.51125,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Local Co-Op,-0.4568,-0.56651,-0.60754,-0.60557,-0.60643,0-20000,0.19883,11.0,370940
Unlimited Escape 3 & 4 Double Pack,2015-05-21,0.50962,Carlo D'Apostoli Projects,Strategy First,windows,-0.51125,Single-player,Action;Casual;Indie,Action;Indie;Casual,-0.70668,-0.59508,-0.61341,-0.60557,-0.60643,0-20000,-0.23729,11.0,370970
Cave Coaster,2015-06-04,0.50962,Smyowl,Strategy First,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Casual;Indie,Indie;Casual,-0.61297,-0.58198,-0.55472,-0.60557,-0.60643,0-20000,-0.45535,11.0,371000
Nomad Fleet,2016-04-19,0.50962,Autarca,Autarca,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;Indie;Space,-0.47242,-0.53495,-0.46961,-0.60557,-0.60643,20000-50000,-0.45535,10.0,371010
Waste Walkers,2015-06-01,0.50962,Corrosive Studios LLC,Corrosive Studios LLC,windows,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Action;Adventure;Indie;RPG;Simulation;Strategy,RPG;RPGMaker;Indie,0.66767,-0.51292,-0.54005,-0.60557,-0.60643,20000-50000,0.19883,10.0,371100
Discouraged Workers,2015-09-16,0.50962,YGGDRASIL STUDIO,YGGDRASIL STUDIO,windows;mac;linux,25.41858,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Adventure;Indie,Nudity;Sexual Content;Mature,-0.14445,-0.55936,-0.50776,-0.60557,-0.60643,0-20000,1.07106,11.0,371120
Aegis Defenders,2018-02-08,0.50962,GUTS Department,Humble Bundle,windows;mac,-0.51125,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Captions available;Steam Cloud,Action;Adventure;Indie;RPG;Strategy,Strategy;Action;RPG,-0.22253,-0.54329,-0.55765,-0.60557,-0.60643,0-20000,1.9433,11.0,371140
Super 3-D Noah's Ark,2015-06-23,0.50962,"Wisdom Tree, Inc.",Piko Interactive LLC;Classics Digital,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action,FPS;Action;Classic,-0.285,-0.2992,-0.46375,-0.60153,-0.60227,50000-100000,-0.45535,9.0,371180
Making History: The Calm and the Storm Gold Edition,2015-05-19,0.50962,Muzzy Lane Software,Factus Games,windows,-0.51125,Single-player;Multi-player,Simulation;Strategy,Strategy;Simulation;World War II,-0.70668,-0.54448,-0.57233,-0.60557,-0.60643,0-20000,-0.45535,11.0,371190
Halcyon 6: Starbase Commander,2016-09-08,0.50962,"Massive Damage, Inc.","Massive Damage, Inc.",windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Indie;RPG;Simulation;Strategy,Strategy;Indie;Space,0.37094,0.02527,-0.01769,0.53843,0.56859,50000-100000,1.07106,9.0,371200
Gridberd,2015-09-07,0.50962,Wareberd,Wareberd,windows,-0.51125,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie,Adventure;Action;Indie,-0.70668,-0.55222,-0.34049,0.27971,0.32362,200000-500000,-0.23729,7.0,371210
VERLIES II,2015-09-25,0.50962,Koya Game,Koya Game,windows,-0.51125,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG,RPG;Indie;Adventure,-0.0195,-0.56174,-0.47548,-0.60557,-0.60643,20000-50000,-0.45535,10.0,371220
Rolling Shapes,2015-06-08,0.50962,"Vertex Games, S.C.","Vertex Games, S.C.",windows,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Indie,Indie;Puzzle;Sci-fi,-0.44118,-0.58853,-0.58993,-0.60557,-0.60643,0-20000,-1.15314,11.0,371280
Knee Deep,2015-07-06,0.50962,Prologue Games,Prologue Games,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Mystery;Indie,-0.03512,-0.52483,-0.53124,-0.60557,-0.60643,20000-50000,1.9433,10.0,371300
Samsa and the Knights of Light,2015-12-01,0.50962,Atixx;ClorithStudio,ClorithStudio,windows,-0.51125,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Indie;RPG,Adventure;RPG;Indie,-0.30062,-0.58198,-0.61341,-0.60557,-0.60643,0-20000,-0.45535,11.0,371320
Two Digits,2015-05-22,0.50962,Cleverweek,Cleverweek,windows;mac;linux,-0.51125,Single-player;Steam Achievements;Steam Trading Cards;Stats,Casual;Indie,Indie;Casual;Puzzle,-0.50365,-0.44982,-0.36103,0.5263,0.56859,200000-500000,-0.97869,7.0,371330
Orc Assault,2016-05-10,0.50962,Ghost Machine,Ghost Machine,windows,-0.51125,Single-player;VR Support;Partial Controller Support,Indie;RPG;Strategy,Indie;Strategy;RPG,-0.70668,-0.59211,-0.57526,-0.60557,-0.60643,0-20000,1.9433,11.0,371360
Advent,2015-05-15,0.50962,Omega Games,Omega Games,windows,-0.51125,Single-player,RPG,RPG;Indie;Turn-Based,-0.70668,-0.58734,-0.5958,-0.60557,-0.60643,0-20000,-1.3254,11.0,371370
Dr. Spacezoo,2016-05-09,0.50962,SmashRiot LLC,SmashRiot LLC,windows;mac;linux,-0.51125,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Early Access,Early Access;Action;Indie,-0.51927,-0.59091,-0.61928,-0.60557,-0.60643,0-20000,1.07106,11.0,371380
Flix The Flea,2015-06-01,0.50962,Psychotic Psoftware,Psychotic Psoftware,windows,-0.51125,Single-player;Steam Trading Cards,Action;Indie,Action;Indie;Platformer,-0.70668,-0.54984,-0.27887,0.54651,0.64333,50000-100000,-0.89147,9.0,371390
Downpour,2015-05-14,0.50962,Modesto A. Rabena,Divergent Game Studio,windows,-0.51125,Single-player;Steam Trading Cards,Action;Indie;Simulation,Action;Indie;Simulation,-0.70668,-0.5927,-0.59874,-0.60557,-0.60643,0-20000,-1.15314,11.0,371400
Hostile Dimension,2015-06-25,0.50962,Alrauna Studios,Play sp. z o. o.,windows,-0.51125,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Action;Indie,Action;Indie;Space,-0.5505,-0.59091,-0.58993,-0.60557,-0.60643,0-20000,-0.97869,11.0,371410
Teddy Floppy Ear - The Race,2015-05-22,0.50962,Forever Entertainment S. A.,Forever Entertainment S. A.,windows;mac;linux,-0.51125,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Racing;Simulation;Sports,Racing;Sports;Indie,-0.48803,-0.21942,-0.05584,1.48434,1.63981,100000-200000,-0.45535,8.0,371420
